JSON: {"text": "“仅仅十二分钟，看懂的人却花了整整数十年！”", "url": "https://www.bilibili.com/video/BV1GW421d7Sj/"}
JSON: {"text": "【MTV/MAD】鬼灭之刃游郭篇OP完整版_残响散歌[歌词附/Aimer/华丽/哒哒哒之歌]", "url": "https://www.bilibili.com/video/BV1KB4y147ko/"}
JSON: {"text": "🤣👉“大荒囚天指”👈🤣", "url": "https://www.bilibili.com/video/BV1oz4y1v7F5/"}
JSON: {"text": "【飞天の小女警z】ppgz！［MAD     手书1-10", "url": "https://www.bilibili.com/video/BV11mvjeBEki/"}
JSON: {"text": "【克豹静止系/MAD】“亿万次疯狂有多狼狈 欺骗自己干掉空杯”", "url": "https://www.bilibili.com/video/BV1NHxhenEX6/"}
JSON: {"text": "【??/?????】进击的巨人 最终季 Part2 NCOP「地鸣」SVFI补帧超分 8K60帧 全站最高画质", "url": "https://www.bilibili.com/video/BV1km4y1D7rX/"}
JSON: {"text": "【MAD/高燃】史上最强十款手游联动宣传CG！", "url": "https://www.bilibili.com/video/BV1cJ41187XB/"}
JSON: {"text": "【奥特燃起来了/泽塔奥特曼】全程高能 泽塔奥特曼完结纪念 Promise for the future", "url": "https://www.bilibili.com/video/BV15p4y167Jv/"}
JSON: {"text": "『全奥混剪 』“那些不可胜数的偶然，就是爱上你的必然！”", "url": "https://www.bilibili.com/video/BV1oW4y1A7Kg/"}
JSON: {"text": "踊ってない夜を知らないNYN姉貴GB.oddloop", "url": "https://www.bilibili.com/video/BV1Mv4y1U7bC/"}
JSON: {"text": "「𝟒𝑲/欧布MAD」“全世界都在等待着你，照亮黑暗吧!光之战士!”", "url": "https://www.bilibili.com/video/BV1brxseGEeV/"}
JSON: {"text": "我 推 的 特 摄 2.0", "url": "https://www.bilibili.com/video/BV1MumGYGED6/"}
JSON: {"text": "「原神·温迪」“我化作你的模样，在这尘世行走，已两千六百年”——《起风了》【温迪个人向mad】", "url": "https://www.bilibili.com/video/BV1Kv41187u2/"}
JSON: {"text": "「MAD·AMV」独角兽高达出击！Let's Go Into the Sky『4K Hi-Res』", "url": "https://www.bilibili.com/video/BV1Na4y1S74u/"}
JSON: {"text": "宇宙战舰大和号 2199 ED Best of my Love (回忆系列) AI 4K (MAD·AMV)", "url": "https://www.bilibili.com/video/BV1ju411W75C/"}
JSON: {"text": "【飞天の小女警z】ppgz！［MAD     手书1-10", "url": "https://www.bilibili.com/video/BV11mvjeBEki/"}
JSON: {"text": "🤣👉“大荒囚天指”👈🤣", "url": "https://www.bilibili.com/video/BV1oz4y1v7F5/"}
JSON: {"text": "【假面骑士amazons/MAD 仁叔】我真的累了", "url": "https://www.bilibili.com/video/BV1T7411t7Bv/"}
JSON: {"text": "【克豹静止系/MAD】“亿万次疯狂有多狼狈 欺骗自己干掉空杯”", "url": "https://www.bilibili.com/video/BV1NHxhenEX6/"}
JSON: {"text": "【??/?????】进击的巨人 最终季 Part2 NCOP「地鸣」SVFI补帧超分 8K60帧 全站最高画质", "url": "https://www.bilibili.com/video/BV1km4y1D7rX/"}
JSON: {"text": "完整版!![静止系mad/BSD/天人五衰全员!]Couting sheep", "url": "https://www.bilibili.com/video/BV1444y1B7Sp/"}
JSON: {"text": "【MAD/高燃】史上最强十款手游联动宣传CG！", "url": "https://www.bilibili.com/video/BV1cJ41187XB/"}
JSON: {"text": "【奥特燃起来了/泽塔奥特曼】全程高能 泽塔奥特曼完结纪念 Promise for the future", "url": "https://www.bilibili.com/video/BV15p4y167Jv/"}
JSON: {"text": "【进击的巨人/𝘾𝙖𝙡𝙡 𝙤𝙛 𝙎𝙞𝙡𝙚𝙣𝙘𝙚】即使身在地狱，亦可向往天堂", "url": "https://www.bilibili.com/video/BV1JP411i7ia/"}
JSON: {"text": "『全奥混剪 』“那些不可胜数的偶然，就是爱上你的必然！”", "url": "https://www.bilibili.com/video/BV1oW4y1A7Kg/"}
JSON: {"text": "「𝟒𝑲/欧布MAD」“全世界都在等待着你，照亮黑暗吧!光之战士!”", "url": "https://www.bilibili.com/video/BV1brxseGEeV/"}
JSON: {"text": "【当哒当】高仓健心动挑战50秒", "url": "https://www.bilibili.com/video/BV1XA2QYREL6/"}
JSON: {"text": "【MAD/樱井景和】世界和平 漆黑将军 武者剑刃 我还是我 为了家人的幸福有什么错！！！！I PEACE", "url": "https://www.bilibili.com/video/BV1eh4y1q7Jo/"}
JSON: {"text": "怎么玩得这么变态！", "url": "https://www.bilibili.com/video/BV1xi421U7hx/"}
JSON: {"text": "【??】B站画质极限突破！你的设备顶得住吗 ！？ 奥特曼MAD赏析", "url": "https://www.bilibili.com/video/BV1tg411P7QQ/"}
JSON: {"text": "[地狱之歌/沃尔特管家/燃系MAD]名为死神，五十五年的光阴，只为一夜的修罗梦巷", "url": "https://www.bilibili.com/video/BV1qo4y1N7u4/"}
JSON: {"text": "【4K】《机动战士高达 逆袭的夏亚》ED歌曲「BEYOND THE TIME」MAD | AI修复画质收藏版", "url": "https://www.bilibili.com/video/BV1b64y1m7N6/"}
JSON: {"text": "【MAD/AMV】现场版音效《机动战士高达SEED FREEDOM》主题歌「FREEDOM」(西川貴教 with t.komuro) 4K高画质", "url": "https://www.bilibili.com/video/BV1fH4y1V7n8/"}
JSON: {"text": "【御宅制作/燃向MAD/捷德奥特曼】フュージョンライズ（Fusion Rise）！", "url": "https://www.bilibili.com/video/BV1qD4y127Um/"}
JSON: {"text": "“为什么反派会被一段记忆硬控。”", "url": "https://www.bilibili.com/video/BV11X8keaEpV/"}
JSON: {"text": "【4K收藏级画质】泽野弘之核爆神曲《aLIEz》现场", "url": "https://www.bilibili.com/video/BV1N54y1e7Hj/"}
JSON: {"text": "【王样战队/完结纪念MAD】薪火相传方可生生不息！携手并进，一往无前吧！君王与子民们！", "url": "https://www.bilibili.com/video/BV12J4m1j7Aj/"}
JSON: {"text": "【久石奏/MAD】家猫看见主人被欺负也是会哭的", "url": "https://www.bilibili.com/video/BV1fS411w79A/"}
JSON: {"text": "【MAD/章鱼噼的原罪】真理奈的猛毒meme", "url": "https://www.bilibili.com/video/BV1UP411j71s/"}
JSON: {"text": "【4K】AMV/MAD：韩国画师游戏动画精选 | 作者：Jack The Anime Ripper", "url": "https://www.bilibili.com/video/BV1Ci42167un/"}
JSON: {"text": "Bling-Bang-Bang-Cat | 猫meme | 音MAD", "url": "https://www.bilibili.com/video/BV1nq421P7cM/"}
JSON: {"text": "【2024挺好萌冠军结算/MAD】S.D.xS.D.若叶睦的命运星辰", "url": "https://www.bilibili.com/video/BV1wBHcepEao/"}
JSON: {"text": "个人认为这是火影最燃的一首OP", "url": "https://www.bilibili.com/video/BV1Bb411U7BX/"}
JSON: {"text": "𝓓𝓪𝔂𝓵𝓲𝓰𝓱𝓽-世间的因果由我来斩断/宇智波带土", "url": "https://www.bilibili.com/video/BV1yu411g76q/"}
JSON: {"text": "【7月/新番MAD】机动战士高达00“第三季”序章：起航", "url": "https://www.bilibili.com/video/BV1ms411A7cG/"}
JSON: {"text": "【赛马/群像MAD】世代顶点，我们是不可战胜的传奇", "url": "https://www.bilibili.com/video/BV1Mz421X7Ai/"}
JSON: {"text": "【??/?????】进击的巨人 最终季 Part2 NCOP「地鸣」SVFI补帧超分 8K60帧 全站最高画质", "url": "https://www.bilibili.com/video/BV1km4y1D7rX/"}
JSON: {"text": "【MAD/高燃】史上最强十款手游联动宣传CG！", "url": "https://www.bilibili.com/video/BV1cJ41187XB/"}
JSON: {"text": "【当哒当】高仓健心动挑战50秒", "url": "https://www.bilibili.com/video/BV1XA2QYREL6/"}
JSON: {"text": "【奥特燃起来了/泽塔奥特曼】全程高能 泽塔奥特曼完结纪念 Promise for the future", "url": "https://www.bilibili.com/video/BV15p4y167Jv/"}
JSON: {"text": "『全奥混剪 』“那些不可胜数的偶然，就是爱上你的必然！”", "url": "https://www.bilibili.com/video/BV1oW4y1A7Kg/"}
JSON: {"text": "「𝟒𝑲/欧布MAD」“全世界都在等待着你，照亮黑暗吧!光之战士!”", "url": "https://www.bilibili.com/video/BV1brxseGEeV/"}
JSON: {"text": "【??】B站画质极限突破！你的设备顶得住吗 ！？ 奥特曼MAD赏析", "url": "https://www.bilibili.com/video/BV1tg411P7QQ/"}
JSON: {"text": "【艾克斯奥特曼//MAD】一起去追寻那个难以实现的梦想吧！", "url": "https://www.bilibili.com/video/BV1r3411F7JB/"}
JSON: {"text": "【MAD/樱井景和】世界和平 漆黑将军 武者剑刃 我还是我 为了家人的幸福有什么错！！！！I PEACE", "url": "https://www.bilibili.com/video/BV1eh4y1q7Jo/"}
JSON: {"text": "【4K】《机动战士高达 逆袭的夏亚》ED歌曲「BEYOND THE TIME」MAD | AI修复画质收藏版", "url": "https://www.bilibili.com/video/BV1b64y1m7N6/"}
JSON: {"text": "“为什么反派会被一段记忆硬控。”", "url": "https://www.bilibili.com/video/BV11X8keaEpV/"}
JSON: {"text": "【4K收藏级画质】泽野弘之核爆神曲《aLIEz》现场", "url": "https://www.bilibili.com/video/BV1N54y1e7Hj/"}
JSON: {"text": "【久石奏/MAD】家猫看见主人被欺负也是会哭的", "url": "https://www.bilibili.com/video/BV1fS411w79A/"}
JSON: {"text": "【王样战队/完结纪念MAD】薪火相传方可生生不息！携手并进，一往无前吧！君王与子民们！", "url": "https://www.bilibili.com/video/BV12J4m1j7Aj/"}
JSON: {"text": "【MAD/章鱼噼的原罪】真理奈的猛毒meme", "url": "https://www.bilibili.com/video/BV1UP411j71s/"}
JSON: {"text": "Bling-Bang-Bang-Cat | 猫meme | 音MAD", "url": "https://www.bilibili.com/video/BV1nq421P7cM/"}
JSON: {"text": "𝓓𝓪𝔂𝓵𝓲𝓰𝓱𝓽-世间的因果由我来斩断/宇智波带土", "url": "https://www.bilibili.com/video/BV1yu411g76q/"}
JSON: {"text": "个人认为这是火影最燃的一首OP", "url": "https://www.bilibili.com/video/BV1Bb411U7BX/"}
JSON: {"text": "【赛马/群像MAD】世代顶点，我们是不可战胜的传奇", "url": "https://www.bilibili.com/video/BV1Mz421X7Ai/"}
JSON: {"text": "【MAD/超清重制】奈克瑟斯奥特曼—青涩的果实【双语字幕】", "url": "https://www.bilibili.com/video/BV1x741127pR/"}
JSON: {"text": "【2024挺好萌冠军结算/MAD】S.D.xS.D.若叶睦的命运星辰", "url": "https://www.bilibili.com/video/BV1wBHcepEao/"}
JSON: {"text": "【7月/新番MAD】机动战士高达00“第三季”序章：起航", "url": "https://www.bilibili.com/video/BV1ms411A7cG/"}
JSON: {"text": "【假面骑士KABUTO/极致踩点/MAD】行天之道 总司一切", "url": "https://www.bilibili.com/video/BV1Sa4y1v7YD/"}
JSON: {"text": "YOASOBI 怪物 (Monster) Official Music Video", "url": "https://www.bilibili.com/video/BV1bV411B7uK/"}
JSON: {"text": "“当正义得不到伸张，复仇便是唯一正义。”", "url": "https://www.bilibili.com/video/BV1wz421h7Sv/"}
JSON: {"text": ""DNA动了！"", "url": "https://www.bilibili.com/video/BV1EJ4m1T7sx/"}
JSON: {"text": "我 推 的 特 摄 2.0", "url": "https://www.bilibili.com/video/BV1MumGYGED6/"}
JSON: {"text": "【迪迦奥特曼/高燃MAD】Brave Love Tiga 你的光芒已经如此闪耀了！", "url": "https://www.bilibili.com/video/BV1FV4y1D7Eq/"}
JSON: {"text": "勇者王FINAL OP 勇者王誕生! 集大成神話 (回忆系列) AI 4K (MAD·AMV)", "url": "https://www.bilibili.com/video/BV1jA4m1V7wR/"}
JSON: {"text": "【完结纪念/圣刃/MAD】我们手中的圣剑，将书写新的物语—假面骑士saber", "url": "https://www.bilibili.com/video/BV1gh411W79W/"}
JSON: {"text": "“她 是 懂 湿身 的……”", "url": "https://www.bilibili.com/video/BV1eG4y1t7Na/"}
JSON: {"text": "【静止画MAD】超越理性原则【关于地球的运动】", "url": "https://www.bilibili.com/video/BV1n34y1r71Y/"}
JSON: {"text": "【碧蓝航线/Mad/危险派对】舰娘们的盛宴，指挥官的危险", "url": "https://www.bilibili.com/video/BV1bm42157p3/"}
JSON: {"text": "【MAD】假面骑士555——独自背负死亡与痛苦的觉悟", "url": "https://www.bilibili.com/video/BV13x411n7HM/"}
JSON: {"text": "【瓶子君152】瓶皇看逆天MAD《波奇的豪大大鸡排》", "url": "https://www.bilibili.com/video/BV1mN411P7BY/"}
JSON: {"text": "𝙇𝙤𝙤𝙠 𝘽𝙖𝙘𝙠【蓦然回首】", "url": "https://www.bilibili.com/video/BV1Egp3eLEDS/"}
JSON: {"text": "【赛马/群像MAD】世代顶点，我们是不可战胜的传奇", "url": "https://www.bilibili.com/video/BV1Mz421X7Ai/"}
JSON: {"text": "【MAD/假面骑士saber】刃王剑十圣刃战斗曲《Rewrite the story》", "url": "https://www.bilibili.com/video/BV1xH4y1f7gm/"}
JSON: {"text": "【完结纪念/圣刃/MAD】我们手中的圣剑，将书写新的物语—假面骑士saber", "url": "https://www.bilibili.com/video/BV1gh411W79W/"}
JSON: {"text": "A神经典电音之作《Waiting for Love》，歌词温暖励志，激励有梦想的人", "url": "https://www.bilibili.com/video/BV12b4y147DE/"}
JSON: {"text": "【三无】病名为爱", "url": "https://www.bilibili.com/video/BV1Hx411V7n9/"}
JSON: {"text": "【日推歌单】《Slow Down》别被世间乏味无趣之事绊住你的好心情", "url": "https://www.bilibili.com/video/BV1Re4y1R7N2/"}
JSON: {"text": "『假面骑士555』如果战斗是一种罪恶，那就由我来背负！", "url": "https://www.bilibili.com/video/BV1QJ411E7wf/"}
JSON: {"text": "【久石奏/MAD】家猫看见主人被欺负也是会哭的", "url": "https://www.bilibili.com/video/BV1fS411w79A/"}
JSON: {"text": "神 曲 配 神 作", "url": "https://www.bilibili.com/video/BV1yS411w7Bw/"}
JSON: {"text": "【1月/片尾曲/中日歌词】进击的巨人 最终季 Part2 NCED「恶魔之子」【MCE汉化组】", "url": "https://www.bilibili.com/video/BV1VT4y117bK/"}
JSON: {"text": "【音MAD版】你们撒瓜~新片头【有栖Mana】", "url": "https://www.bilibili.com/video/BV1aW4y1n7qt/"}
JSON: {"text": "你好 我叫高仓健", "url": "https://www.bilibili.com/video/BV1AJyxYwEpq/"}
JSON: {"text": "我真的剪了好久的", "url": "https://www.bilibili.com/video/BV17u4y1m7Gp/"}
JSON: {"text": "【王样战队/完结纪念MAD】薪火相传方可生生不息！携手并进，一往无前吧！君王与子民们！", "url": "https://www.bilibili.com/video/BV12J4m1j7Aj/"}
JSON: {"text": "【雷欧/MAD】没有故乡的男人——闪耀在天际的狮子瞳", "url": "https://www.bilibili.com/video/BV18t411L79T/"}
JSON: {"text": "“Wonder of U——奇迹与你”", "url": "https://www.bilibili.com/video/BV1Fo4KeVEs1/"}
JSON: {"text": "【游戏王音mad】打牌了大小姐", "url": "https://www.bilibili.com/video/BV17S411P7SA/"}
JSON: {"text": "宇宙战舰大和号 2199 ED Best of my Love (回忆系列) AI 4K (MAD·AMV)", "url": "https://www.bilibili.com/video/BV1ju411W75C/"}
JSON: {"text": "【MAD】假面骑士Cronus-檀正宗 角色歌JUSTICE 老檀告诉你 绝版才是真正的正义！", "url": "https://www.bilibili.com/video/BV1Ux411J7rn/"}
JSON: {"text": "【MAD/超清重制】奈克瑟斯奥特曼—青涩的果实【双语字幕】", "url": "https://www.bilibili.com/video/BV1x741127pR/"}
JSON: {"text": "【4K】《机动战士高达 逆袭的夏亚》ED歌曲「BEYOND THE TIME」MAD | AI修复画质收藏版", "url": "https://www.bilibili.com/video/BV1b64y1m7N6/"}
JSON: {"text": "【逢魔时王MAD - “Now over Quartzer”】至任至善/穷凶极恶 “魔王”", "url": "https://www.bilibili.com/video/BV1U14y1977p/"}
JSON: {"text": "【小明&老王】此物天下绝响", "url": "https://www.bilibili.com/video/BV1Ls41127sG/"}
JSON: {"text": "【超燃/MAD】完全胜利！EX-AID无敌玩家战斗曲-Time of Victory【双语字幕】", "url": "https://www.bilibili.com/video/BV1qz4y1y7j4/"}
JSON: {"text": "【催泪MAD】时间女孩时崎狂三", "url": "https://www.bilibili.com/video/BV1Rt411h7Xx/"}
JSON: {"text": "“一首会为你注入力量的音乐！”—《Shots》", "url": "https://www.bilibili.com/video/BV1C84y1x75d/"}
JSON: {"text": "【混剪/假面骑士build】为了大义而燃烧心火的我们是战无不胜的法则!!!", "url": "https://www.bilibili.com/video/BV1RK4y1Y7Hh/"}
JSON: {"text": "当奇迹开出花！『群像/王样战队君王者/填词MAD』完结撒花！", "url": "https://www.bilibili.com/video/BV1Nx4y1r7ZR/"}
JSON: {"text": "【中日字幕/OP完整版】超自然武装当哒当 OP「オトノケ」Creepy Nuts", "url": "https://www.bilibili.com/video/BV1qnxReMEfX/"}
JSON: {"text": "【艾克斯奥特曼//MAD】一起去追寻那个难以实现的梦想吧！", "url": "https://www.bilibili.com/video/BV1r3411F7JB/"}
JSON: {"text": "【4K】假面骑士龙骑 《Revolution》生存燃曲高燃混剪 中字翻译 特摄MAD 不战斗就无法生存下去！", "url": "https://www.bilibili.com/video/BV1Ti4y1T7Ju/"}
JSON: {"text": "【暗黑少女/群像/颜值向】最厉害的人都是疯子[Mad Hatter]", "url": "https://www.bilibili.com/video/BV1vt411776L/"}
JSON: {"text": "Departures~あなたにおくるアイの歌~ (EGOIST -Departures ～送给你的爱之歌～)【罪恶王冠10周年祭】【MAD】；罪恶王冠；楪祈；", "url": "https://www.bilibili.com/video/BV1eP4y1c77G/"}
JSON: {"text": "[MAD]十周年·正 已不再是当年那位青涩的奥特曼·赛罗", "url": "https://www.bilibili.com/video/BV13J411176H/"}
JSON: {"text": "【瓶子君152】瓶皇看逆天MAD《波奇的豪大大鸡排》", "url": "https://www.bilibili.com/video/BV1mN411P7BY/"}
JSON: {"text": "𝙇𝙤𝙤𝙠 𝘽𝙖𝙘𝙠【蓦然回首】", "url": "https://www.bilibili.com/video/BV1Egp3eLEDS/"}
JSON: {"text": "A神经典电音之作《Waiting for Love》，歌词温暖励志，激励有梦想的人", "url": "https://www.bilibili.com/video/BV12b4y147DE/"}
JSON: {"text": "【三无】病名为爱", "url": "https://www.bilibili.com/video/BV1Hx411V7n9/"}
JSON: {"text": "“海山了。这个时候你该说些什么呢？”[日月同错/MAD]", "url": "https://www.bilibili.com/video/BV1Ct421w7Gp/"}
JSON: {"text": "【日推歌单】《Slow Down》别被世间乏味无趣之事绊住你的好心情", "url": "https://www.bilibili.com/video/BV1Re4y1R7N2/"}
JSON: {"text": "神 曲 配 神 作", "url": "https://www.bilibili.com/video/BV1yS411w7Bw/"}
JSON: {"text": "【原神MAD】午 夜 广 场 舞", "url": "https://www.bilibili.com/video/BV1KU4y1n7NL/"}
JSON: {"text": "【1月/片尾曲/中日歌词】进击的巨人 最终季 Part2 NCED「恶魔之子」【MCE汉化组】", "url": "https://www.bilibili.com/video/BV1VT4y117bK/"}
JSON: {"text": "你好 我叫高仓健", "url": "https://www.bilibili.com/video/BV1AJyxYwEpq/"}
JSON: {"text": "【迪迦奥特曼/高燃MAD】Brave Love Tiga 你的光芒已经如此闪耀了！", "url": "https://www.bilibili.com/video/BV1FV4y1D7Eq/"}
JSON: {"text": "我真的剪了好久的", "url": "https://www.bilibili.com/video/BV17u4y1m7Gp/"}
JSON: {"text": "『4K/银河燃剪/MAD』无论你有多强 银河都在你之上！", "url": "https://www.bilibili.com/video/BV1hw4m1R7EA/"}
JSON: {"text": "【游戏王音mad】打牌了大小姐", "url": "https://www.bilibili.com/video/BV17S411P7SA/"}
JSON: {"text": "【MAD/FAIZ】欢迎来到假面骑士555的世界", "url": "https://www.bilibili.com/video/BV1Rg41167as/"}
